PR番号,タイトル,作成者,作成日,ステータス,政策分野（新ラベル）,旧ラベル,分類理由,分析メモ,URL,説明（200文字まで）
5767,同性婚の法制化をマニフェストに明記する提案,app/idobata-policy-app,2025-07-12T10:25:50Z,OPEN,その他政策,README,同性婚の法制化は主要政策分野に直接該当しない社会的権利・多様性に関する政策のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5767,同性婚の法制化をマニフェストに明記する提案
5766,マニフェストの基本理念の明確化,app/idobata-policy-app,2025-07-12T10:13:39Z,OPEN,ビジョン,README,チームみらいの基本的価値観である「人権は社会のOS」という政治理念をマニフェスト冒頭で明確化する変更,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5766,マニフェストの基本理念の明確化
5763,政策の追加：同性婚の法制化,app/idobata-policy-app,2025-07-12T10:07:56Z,OPEN,福祉,README,同性カップルの相続権、社会保障、医療同意など生活の安心・権利保障に関する政策であるため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5763,政策の追加：同性婚の法制化
5762,公的な死後事務支援システムの構築に関する提案,app/idobata-policy-app,2025-07-12T10:03:43Z,OPEN,福祉,README,身寄りのない方や高齢者の死後事務を公的に支援する社会保障制度の提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5762,公的な死後事務支援システムの構築に関する提案
5758,ケアマネジャー更新研修制度の負担軽減と抜本的見直し,app/idobata-policy-app,2025-07-12T09:43:28Z,OPEN,福祉,README,ケアマネジャー（介護支援専門員）の更新研修制度の改善と負担軽減に関する提案で、介護サービスの質向上と人材確保を目的としている,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5758,ケアマネジャー更新研修制度の負担軽減と抜本的見直し
5756,いじめ・性加害の加害者に対する教育改革案の追加,app/idobata-policy-app,2025-07-12T09:30:38Z,OPEN,教育,README,いじめ・性加害の加害者への教育プログラム導入と学校での対応制度改革に関する提案であるため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5756,いじめ・性加害の加害者に対する教育改革案の追加
5753,匿名ユーザーによる孤独死対策の提案：テクノロジーによる見守り,app/idobata-policy-app,2025-07-12T09:09:59Z,OPEN,福祉,README,孤独死対策として高齢者等の見守りシステム構築を提案しており、社会保障・高齢者支援に該当,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5753,匿名ユーザーによる孤独死対策の提案：テクノロジーによる見守り
5748,AI活用基本方針の追加：「使われるAI」ではなく、「使いこなす社会」へ,app/idobata-policy-app,2025-07-12T09:03:49Z,OPEN,ビジョン,README,AI活用に関する社会全体の基本理念と行動方針を定めており、特定分野に限定されない包括的な政治理念を示している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5748,AI活用基本方針の追加：「使われるAI」ではなく、「使いこなす社会」へ
5746,ヤングケアラーとそのきょうだいへの医療・福祉サポート体制の強化,app/idobata-policy-app,2025-07-12T08:56:05Z,OPEN,子育て,README,ヤングケアラーとそのきょうだいという困難な状況にある子どもたちへの相談体制・緊急避難場所・医療介入などの包括的支援策,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5746,ヤングケアラーとそのきょうだいへの医療・福祉サポート体制の強化
5745,氷河期世代支援と多様な人材登用の呼びかけ,app/idobata-policy-app,2025-07-12T08:49:33Z,OPEN,福祉,README,氷河期世代の年金受給特例措置など社会保障制度の改善を中心とした支援策の提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5745,氷河期世代支援と多様な人材登用の呼びかけ
5742,「人権に関する基本方針」の追加,app/idobata-policy-app,2025-07-12T08:41:24Z,OPEN,その他政策,README,LLM分類エラーによりデフォルト分類,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5742,「人権に関する基本方針」の追加
5732,AIの構造的リスクと世論操作の危険性に関する重大な注意喚起の追記,app/idobata-policy-app,2025-07-12T08:23:17Z,OPEN,[システム],README,README.mdにAIシステムの利用リスクと責任に関する注意喚起を追加するドキュメント更新,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5732,AIの構造的リスクと世論操作の危険性に関する重大な注意喚起の追記
5730,【匿名ユーザーからの提案】労働者の権利保護（産業分野）,app/idobata-policy-app,2025-07-12T08:20:23Z,OPEN,産業政策,README,派遣労働者の給与保証制度や不当解雇の制限など、労働者の権利保護と雇用安定化に関する政策提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5730,【匿名ユーザーからの提案】労働者の権利保護（産業分野）
5728,治安政策強化のため「犯罪を犯した外国人の強制送還手続きの迅速化・厳格化」の項目を追加,app/idobata-policy-app,2025-07-12T08:06:09Z,OPEN,その他政策,README,治安・法執行に関する政策で、既存の11カテゴリに該当せず、実際に「その他重要分野」セクションに追加されているため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5728,治安政策強化のため「犯罪を犯した外国人の強制送還手続きの迅速化・厳格化」の項目を追加
5726,子どものオンライン上の安全を守るためのAI活用に関する提案,app/idobata-policy-app,2025-07-12T08:01:43Z,OPEN,子育て,README,子どものオンライン上の安全確保（いじめ・犯罪・自画撮り被害防止）のためのAI活用提案であり、子どもの保護が主目的,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5726,子どものオンライン上の安全を守るためのAI活用に関する提案
5722,「チームみらいが目指す社会像」に出産・育児支援と働き方のビジョンを追記,app/idobata-policy-app,2025-07-12T07:56:50Z,OPEN,子育て,README,出産・育児支援、子育て世帯への経済的支援、育児とキャリアの両立支援を目指す社会像を追記,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5722,「チームみらいが目指す社会像」に出産・育児支援と働き方のビジョンを追記
5719,城戸道子さんからの政策改善提案：外交・安全保障と科学技術政策の強化について,app/idobata-policy-app,2025-07-12T07:37:09Z,OPEN,その他政策,README,外交・安全保障政策の新設が主な内容で、既存の11政策分野に該当しないため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5719,城戸道子さんからの政策改善提案：外交・安全保障と科学技術政策の強化について
5718,防衛政策に関する議論の開始,app/idobata-policy-app,2025-07-12T07:35:18Z,OPEN,その他政策,README,防衛・安全保障政策に関する議論の開始で、既存の政策分野に該当しないため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5718,防衛政策に関する議論の開始
5715,【ひらのさん提案】人権に関する基本方針を追加,app/idobata-policy-app,2025-07-12T07:25:52Z,OPEN,ビジョン,README,人権を社会の基盤と位置づける基本方針を追加し、選択的夫婦別姓や差別禁止など政治理念を明確化,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5715,【ひらのさん提案】人権に関する基本方針を追加
5713,「選択的夫婦別姓」の項目追加と政策方針の具体化,app/idobata-policy-app,2025-07-12T07:17:30Z,OPEN,その他政策,README,選択的夫婦別姓は家族法・婚姻制度に関する政策で、主要カテゴリに直接該当しないため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5713,「選択的夫婦別姓」の項目追加と政策方針の具体化
5707,賃上げ促進と公正な交渉環境の整備について（門脇さんからのご提案）,app/idobata-policy-app,2025-07-12T07:04:37Z,OPEN,産業政策,README,賃上げ促進策と労働組合の環境整備という雇用・労働条件改善に関する政策提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5707,賃上げ促進と公正な交渉環境の整備について（門脇さんからのご提案）
5704,ひらのさんによる改善提案：ジェンダーと多様性の尊重に関する項目の追加,app/idobata-policy-app,2025-07-12T06:55:47Z,OPEN,福祉,README,LGBTQ+当事者への支援強化と社会的包摂を目的とした政策提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5704,ひらのさんによる改善提案：ジェンダーと多様性の尊重に関する項目の追加
5700,エネルギー政策に関する議論の方向性を追記,app/idobata-policy-app,2025-07-12T06:47:38Z,OPEN,エネルギー,README,原子力発電のあり方や核融合技術への投資など、エネルギー政策に関する議論の方向性を追記,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5700,エネルギー政策に関する議論の方向性を追記
5694,Keiさんによる「同性婚の法制化」の提案,app/idobata-policy-app,2025-07-12T06:10:33Z,OPEN,その他政策,README,同性婚の法制化は人権・平等に関する重要な政策だが、既存の11カテゴリーには該当しないため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5694,Keiさんによる「同性婚の法制化」の提案
5690,就職氷河期世代への新たなセーフティネット構築の提案,app/idobata-policy-app,2025-07-12T05:53:52Z,OPEN,福祉,README,就職氷河期世代への公的保証人制度創設など社会的セーフティネット構築に関する提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5690,就職氷河期世代への新たなセーフティネット構築の提案
5688,匿名ユーザーからの提案：ライフステージに応じた多様な働き方とキャリア形成支援の追加,app/idobata-policy-app,2025-07-12T05:47:18Z,OPEN,産業政策,README,ライフステージに応じた働き方改革、企業の受け入れ体制構築、キャリア形成支援など雇用・労働政策が中心,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5688,匿名ユーザーからの提案：ライフステージに応じた多様な働き方とキャリア形成支援の追加
5687,皇位の安定継承についての提案,app/idobata-policy-app,2025-07-12T05:47:07Z,OPEN,その他政策,README,皇位継承は重要な国家制度だが、既存の12分野に該当しない特殊な政策分野のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5687,皇位の安定継承についての提案
5686,在外邦人の投票権を保障するため、国政選挙へのオンライン投票導入を提案,app/idobata-policy-app,2025-07-12T05:45:32Z,OPEN,デジタル民主主義,README,オンライン投票導入により在外邦人の投票権を実質的に保障し、デジタル技術を活用して国民の政治参加を促進する提案であるため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5686,在外邦人の投票権を保障するため、国政選挙へのオンライン投票導入を提案
5685,マニフェスト改善案：マイナンバーカードへの終末医療に関する意思登録の提案,app/idobata-policy-app,2025-07-12T05:42:26Z,OPEN,医療,README,マイナンバーカードを活用した終末期医療の意思登録システムの提案であり、個人の医療選択に関する政策提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5685,マニフェスト改善案：マイナンバーカードへの終末医療に関する意思登録の提案
5676,Leoさんによる「新しい公務員制度」の提案,app/idobata-policy-app,2025-07-12T04:58:57Z,OPEN,行政改革,README,公務員の人事評価制度を成果志向（KPIドリブン）に改革し、行政組織の効率化と透明性向上を図る提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5676,Leoさんによる「新しい公務員制度」の提案
5672,政治の透明性を高めるため、マニフェ-スト報告義務化の仕組みを提案,app/idobata-policy-app,2025-07-12T04:51:25Z,OPEN,デジタル民主主義,README,マニフェスト実現状況の報告義務化と第三者評価により政治の透明性と説明責任を強化する提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5672,政治の透明性を高めるため、マニフェ-スト報告義務化の仕組みを提案
5659,マニフェストの実行戦略を具体化する提案,app/idobata-policy-app,2025-07-12T04:21:37Z,OPEN,ビジョン,README,マニフェストの実行戦略と優先順位を明確化し、政策実現への現実的な道筋を示す基本方針の追加,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5659,マニフェストの実行戦略を具体化する提案
5649,【政策提案】自動車関連税制の抜本改革と、愛車を長く使うための新制度導入,app/idobata-policy-app,2025-07-12T03:44:39Z,OPEN,経済財政,README,自動車関連税制の廃止と新制度創設による税制改革、財源として国債発行を提案する財政政策,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5649,【政策提案】自動車関連税制の抜本改革と、愛車を長く使うための新制度導入
5648,保護者の協力に左右されない、デジタル技術を活用した学習支援の提案,app/idobata-policy-app,2025-07-12T03:38:12Z,OPEN,教育,README,デジタル教科書やAIを活用した学習障害児への支援システムの提案で、教育の機会均等を目指す政策,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5648,保護者の協力に左右されない、デジタル技術を活用した学習支援の提案
5647,ジン〆さんによる、政策の具体性と透明性向上に関する改善提案,app/idobata-policy-app,2025-07-12T03:20:28Z,OPEN,デジタル民主主義,README,政策の費用・財源・実行体制の明確化による透明性向上が主な目的,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5647,ジン〆さんによる、政策の具体性と透明性向上に関する改善提案
5645,14さんの提案：子どもを性的搾取から守るための包括的対策強化,app/idobata-policy-app,2025-07-12T03:19:22Z,OPEN,子育て,README,子どもを性的搾取から守るための包括的な保護政策で、子どもの安全確保は広義の子育て支援に該当するため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5645,14さんの提案：子どもを性的搾取から守るための包括的対策強化
5644,尊厳死の制度化に関する議論の開始,app/idobata-policy-app,2025-07-12T03:04:59Z,OPEN,医療,README,尊厳死の制度化は終末期医療における患者の自己決定権に関する医療政策である,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5644,尊厳死の制度化に関する議論の開始
5641,財政運営の基本方針案,app/idobata-policy-app,2025-07-12T03:03:55Z,OPEN,経済財政,README,財政運営と国債発行に関する基本方針を定め、財政規律の考え方を明確化する内容,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5641,財政運営の基本方針案
5638,匿名ユーザー様からの提案に基づく子育て支援政策の追加,app/idobata-policy-app,2025-07-12T02:59:42Z,OPEN,その他政策,README,LLM分類エラーによりデフォルト分類,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5638,匿名ユーザー様からの提案に基づく子育て支援政策の追加
5636,匿名ユーザーによる提案：AI相談窓口の導入による子どものいじめ早期発見・対応策,app/idobata-policy-app,2025-07-12T02:43:17Z,OPEN,教育,README,保育・教育現場でのいじめ早期発見のための子ども向け相談AIシステム導入提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5636,匿名ユーザーによる提案：AI相談窓口の導入による子どものいじめ早期発見・対応策
5633,外国人材の受け入れに関する基本方針の追加,app/idobata-policy-app,2025-07-12T02:38:43Z,OPEN,その他政策,README,LLM分類エラーによりデフォルト分類,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5633,外国人材の受け入れに関する基本方針の追加
5631,奨学金制度改革：返済額の所得控除による負担軽減（ユウさんからの提案）,app/idobata-policy-app,2025-07-12T02:29:50Z,OPEN,教育,README,奨学金返済額の所得控除による負担軽減という教育資金支援制度の改革提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5631,奨学金制度改革：返済額の所得控除による負担軽減（ユウさんからの提案）
5630,「チームみらいについて」にLGBTに関する理念と具体的な政策例を追加,app/idobata-policy-app,2025-07-12T02:29:09Z,OPEN,ビジョン,README,チームみらいの基本理念「誰も取り残さない」の具体的な適用として、LGBTへの配慮方針を追加している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5630,「チームみらいについて」にLGBTに関する理念と具体的な政策例を追加
5629,義務教育における教材費等の公的負担について、市民の声を反映する事例を追記,app/idobata-policy-app,2025-07-12T02:17:27Z,OPEN,教育,README,義務教育の調理実習費や教材費の公的負担という具体的な教育政策の提案を含む内容を追記,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5629,義務教育における教材費等の公的負担について、市民の声を反映する事例を追記
5628,あまのさんからの総合政策提案：少子化対策、現役世代支援、医療制度改革,app/idobata-policy-app,2025-07-12T02:06:06Z,OPEN,子育て,README,少子化対策・出産支援・保育士待遇改善を中心に、医療・行財政改革も含む総合的な提案だが、少子化対策が最優先課題として位置づけられている,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5628,あまのさんからの総合政策提案：少子化対策、現役世代支援、医療制度改革
5622,【馬場さん提案】持続可能な観光立国に向けた「観光目的税」の新設,app/idobata-policy-app,2025-07-12T01:38:27Z,OPEN,産業政策,README,観光業の持続可能な発展のための観光目的税創設と観光インフラ整備に関する提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5622,【馬場さん提案】持続可能な観光立国に向けた「観光目的税」の新設
5620,ネット広告のゾーニング導入と法整備に関する提案,app/idobata-policy-app,2025-07-12T01:34:46Z,OPEN,その他政策,README,インターネット広告規制による青少年保護政策で、既存の政策分野に直接該当しないため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5620,ネット広告のゾーニング導入と法整備に関する提案
5615,AI活用の原則を強化し、その限界と責任を明確化する提案 by ユーザー14,app/idobata-policy-app,2025-07-12T01:19:35Z,OPEN,ビジョン,README,プロジェクトにおけるAI活用の基本原則と責任の所在を明確化し、政治理念の根幹に関わる内容,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5615,AI活用の原則を強化し、その限界と責任を明確化する提案 by ユーザー14
5614,【匿名ユーザーさん提案】年少扶養控除の復活検討を100日プランに追加,app/idobata-policy-app,2025-07-12T01:17:47Z,OPEN,子育て,README,年少扶養控除の復活による子育て世帯への経済的支援と少子化対策に関する提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5614,【匿名ユーザーさん提案】年少扶養控除の復活検討を100日プランに追加
5613,提案：外国人等による投機目的の不動産取得への対策,app/idobata-policy-app,2025-07-12T01:17:17Z,OPEN,経済財政,README,不動産投機規制と価格高騰対策は市場規制・経済政策の領域,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5613,提案：外国人等による投機目的の不動産取得への対策
5612,ステップ１「教育」に包括的性教育と人権教育の推進を追記,app/idobata-policy-app,2025-07-12T01:11:26Z,OPEN,教育,README,教育セクションに包括的性教育と人権教育の推進を政策として追加している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5612,ステップ１「教育」に包括的性教育と人権教育の推進を追記
5603,【14さん提案】水資源の安全保障に関する政策を追加,app/idobata-policy-app,2025-07-12T00:41:58Z,OPEN,その他政策,README,水資源の安全保障は既存の11政策分野に直接該当しない独自の政策領域であるため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5603,【14さん提案】水資源の安全保障に関する政策を追加
5601,AI活用における政治家の責任を明確化,app/idobata-policy-app,2025-07-12T00:21:12Z,OPEN,その他政策,README,LLM分類エラーによりデフォルト分類,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5601,AI活用における政治家の責任を明確化
5596,ぴよぴよさんによる政策改善提案：教育、デジタル民主主義、発言の安全性に関する更新,app/idobata-policy-app,2025-07-12T00:05:50Z,OPEN,デジタル民主主義,README,市民による政策提案の仕組みや建設的な議論環境の整備など、参加型民主主義の具体化が主要テーマ,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5596,ぴよぴよさんによる政策改善提案：教育、デジタル民主主義、発言の安全性に関する更新
5587,【ぺんぺんさんご提案】いつでもどこでも投票！安全・便利なオンライン投票制度の導入,app/idobata-policy-app,2025-07-11T22:48:58Z,OPEN,デジタル民主主義,README,オンライン投票制度導入により、デジタル技術を活用した民主主義への参加促進を提案している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5587,【ぺんぺんさんご提案】いつでもどこでも投票！安全・便利なオンライン投票制度の導入
5586,不妊治療支援の拡充,app/idobata-policy-app,2025-07-11T22:35:57Z,OPEN,子育て,README,不妊治療の支援拡充と仕事との両立支援に関する政策で、少子化対策の一環として位置づけられる,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5586,不妊治療支援の拡充
5585,行政手続きの抜本的改革に関する具体例の追記,app/idobata-policy-app,2025-07-11T22:27:54Z,OPEN,行政改革,README,行政手続きの非効率性を具体例で示し、ワンスオンリー原則による抜本的な行政改革を提案している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5585,行政手続きの抜本的改革に関する具体例の追記
5583,「結婚の平等の実現に向けた法整備の推進」をマニフェストに明記,app/idobata-policy-app,2025-07-11T22:16:27Z,OPEN,ビジョン,README,結婚の平等という基本的人権に関わる内容を、チームみらいの基本姿勢として政治理念に追加している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5583,「結婚の平等の実現に向けた法整備の推進」をマニフェストに明記
5581,新たな政策課題（宗教法人課税、国会オープン化、議員活動の可視化）の追加,app/idobata-policy-app,2025-07-11T22:09:32Z,OPEN,デジタル民主主義,README,国会審議のライブ配信・国民参加、議員活動の可視化など、政治の透明性向上と国民参加促進が主要テーマ,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5581,新たな政策課題（宗教法人課税、国会オープン化、議員活動の可視化）の追加
5575,【のりさんからの提案】産後の保育園利用に関する改善提案,app/idobata-policy-app,2025-07-11T20:48:57Z,OPEN,子育て,README,産後の保育園利用期間を就労の有無に関わらず1歳まで延長する育児支援策の提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5575,【のりさんからの提案】産後の保育園利用に関する改善提案
5570,14様からのご提案：暮らしと安全、文化を未来へつなぐ政策アイデア,app/idobata-policy-app,2025-07-11T18:54:55Z,OPEN,その他政策,README,一次産業支援、危機管理、国境警備、災害対策、伝統文化継承など複数の政策分野にまたがる包括的な提案のため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5570,14様からのご提案：暮らしと安全、文化を未来へつなぐ政策アイデア
5566,大規模災害対策の強化に関する包括的提案,app/idobata-policy-app,2025-07-11T18:06:45Z,OPEN,その他政策,README,大規模災害対策は既存の11政策分野に収まらない独立した重要政策分野であるため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5566,大規模災害対策の強化に関する包括的提案
5561,国公立大学における学生寮のセーフティネット機能の拡充,app/idobata-policy-app,2025-07-11T17:13:56Z,OPEN,教育,README,国公立大学の学生寮を通じた教育機会の保障とセーフティネット機能の強化に関する政策提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5561,国公立大学における学生寮のセーフティネット機能の拡充
5560,らいむさんより：健康保険制度の一元化と高額療養費制度に関する改善提案,app/idobata-policy-app,2025-07-11T17:11:17Z,OPEN,医療,README,健康保険制度の一元化と高額療養費制度の改善という医療保険制度の根幹に関する政策提案,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5560,らいむさんより：健康保険制度の一元化と高額療養費制度に関する改善提案
5553,政策提案：自然環境と生物多様性の保全に関する新規マニフェストの追加,app/idobata-policy-app,2025-07-11T16:32:23Z,OPEN,エネルギー,README,自然環境と生物多様性の保全、グリーンインフラ、流域治水など環境政策を扱っているため,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5553,政策提案：自然環境と生物多様性の保全に関する新規マニフェストの追加
5549,「表現の自由に対する考え方」の項目を追加,app/idobata-policy-app,2025-07-11T16:04:06Z,OPEN,ビジョン,README,表現の自由の尊重という基本的な政治理念・価値観を明文化している,claude-p分類: 2025-07-15,https://github.com/team-mirai/policy/pull/5549,「表現の自由に対する考え方」の項目を追加
