PR番号,タイトル,作成者,作成日,ステータス,政策分野（新ラベル）,旧ラベル,分類理由,分析メモ,URL,説明（200文字まで）
5774,【太一郎提案】提案への迅速な応答を義務付け、チームみらいの不誠実な対応を是正,app/idobata-policy-app,2025-07-12T10:54:35Z,OPEN,デジタル民主主義,README,提案への迅速な応答義務付け,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5774,【太一郎提案】提案への迅速な応答を義務付け、チームみらいの不誠実な対応を是正
5772,教育におけるデジタルと従来手法の最適な組み合わせを求める方針の追加,app/idobata-policy-app,2025-07-12T10:52:04Z,OPEN,教育,README,教育におけるデジタルと従来手法の組み合わせ,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5772,教育におけるデジタルと従来手法の最適な組み合わせを求める方針の追加
5771,【匿名ユーザーさんによる改善提案】国際宇宙港（スペースポート）構想の追加,app/idobata-policy-app,2025-07-12T10:51:09Z,OPEN,科学技術,README,国際宇宙港（スペースポート）構想,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5771,【匿名ユーザーさんによる改善提案】国際宇宙港（スペースポート）構想の追加
5770,政策提案：障害者支援における多角的な負担決定プロセスの導入,app/idobata-policy-app,2025-07-12T10:43:37Z,OPEN,福祉,README,障害者支援における負担決定プロセス,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5770,政策提案：障害者支援における多角的な負担決定プロセスの導入
5767,同性婚の法制化をマニフェストに明記する提案,app/idobata-policy-app,2025-07-12T10:25:50Z,OPEN,ビジョン,README,同性婚の法制化に関する基本方針,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5767,同性婚の法制化をマニフェストに明記する提案
5766,マニフェストの基本理念の明確化,app/idobata-policy-app,2025-07-12T10:13:39Z,OPEN,ビジョン,README,マニフェストの基本理念の明確化,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5766,マニフェストの基本理念の明確化
5763,政策の追加：同性婚の法制化,app/idobata-policy-app,2025-07-12T10:07:56Z,OPEN,ビジョン,README,同性婚の法制化に関する政策,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5763,政策の追加：同性婚の法制化
5762,公的な死後事務支援システムの構築に関する提案,app/idobata-policy-app,2025-07-12T10:03:43Z,OPEN,福祉,README,公的な死後事務支援システムの構築,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5762,公的な死後事務支援システムの構築に関する提案
5758,ケアマネジャー更新研修制度の負担軽減と抜本的見直し,app/idobata-policy-app,2025-07-12T09:43:28Z,OPEN,福祉,README,ケアマネジャー更新研修制度の見直し,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5758,ケアマネジャー更新研修制度の負担軽減と抜本的見直し
5756,いじめ・性加害の加害者に対する教育改革案の追加,app/idobata-policy-app,2025-07-12T09:30:38Z,OPEN,教育,README,いじめ・性加害の加害者に対する教育改革,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5756,いじめ・性加害の加害者に対する教育改革案の追加
5753,匿名ユーザーによる孤独死対策の提案：テクノロジーによる見守り,app/idobata-policy-app,2025-07-12T09:09:59Z,OPEN,福祉,README,孤独死対策としてのテクノロジー活用,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5753,匿名ユーザーによる孤独死対策の提案：テクノロジーによる見守り
5748,AI活用基本方針の追加：「使われるAI」ではなく、「使いこなす社会」へ,app/idobata-policy-app,2025-07-12T09:03:49Z,OPEN,科学技術,README,AI活用基本方針「使いこなす社会」へ,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5748,AI活用基本方針の追加：「使われるAI」ではなく、「使いこなす社会」へ
5746,ヤングケアラーとそのきょうだいへの医療・福祉サポート体制の強化,app/idobata-policy-app,2025-07-12T08:56:05Z,OPEN,福祉,README,ヤングケアラーへの医療・福祉サポート,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5746,ヤングケアラーとそのきょうだいへの医療・福祉サポート体制の強化
5745,氷河期世代支援と多様な人材登用の呼びかけ,app/idobata-policy-app,2025-07-12T08:49:33Z,OPEN,産業政策,README,氷河期世代支援と多様な人材登用,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5745,氷河期世代支援と多様な人材登用の呼びかけ
5742,「人権に関する基本方針」の追加,app/idobata-policy-app,2025-07-12T08:41:24Z,OPEN,ビジョン,README,人権に関する基本方針の追加,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5742,「人権に関する基本方針」の追加
5732,AIの構造的リスクと世論操作の危険性に関する重大な注意喚起の追記,app/idobata-policy-app,2025-07-12T08:23:17Z,OPEN,科学技術,README,AIの構造的リスクと世論操作の危険性,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5732,AIの構造的リスクと世論操作の危険性に関する重大な注意喚起の追記
5730,【匿名ユーザーからの提案】労働者の権利保護（産業分野）,app/idobata-policy-app,2025-07-12T08:20:23Z,OPEN,産業政策,README,労働者の権利保護に関する政策,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5730,【匿名ユーザーからの提案】労働者の権利保護（産業分野）
5728,治安政策強化のため「犯罪を犯した外国人の強制送還手続きの迅速化・厳格化」の項目を追加,app/idobata-policy-app,2025-07-12T08:06:09Z,OPEN,その他政策,README,外国人犯罪者の強制送還（治安・移民政策）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5728,治安政策強化のため「犯罪を犯した外国人の強制送還手続きの迅速化・厳格化」の項目を追加
5726,子どものオンライン上の安全を守るためのAI活用に関する提案,app/idobata-policy-app,2025-07-12T08:01:43Z,OPEN,子育て,README,子どものオンライン上の安全とAI活用,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5726,子どものオンライン上の安全を守るためのAI活用に関する提案
5722,「チームみらいが目指す社会像」に出産・育児支援と働き方のビジョンを追記,app/idobata-policy-app,2025-07-12T07:56:50Z,OPEN,子育て,README,出産・育児支援と働き方のビジョン,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5722,「チームみらいが目指す社会像」に出産・育児支援と働き方のビジョンを追記
5719,城戸道子さんからの政策改善提案：外交・安全保障と科学技術政策の強化について,app/idobata-policy-app,2025-07-12T07:37:09Z,OPEN,その他政策,README,外交・安全保障と科学技術政策の強化,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5719,城戸道子さんからの政策改善提案：外交・安全保障と科学技術政策の強化について
5718,防衛政策に関する議論の開始,app/idobata-policy-app,2025-07-12T07:35:18Z,OPEN,その他政策,README,防衛政策に関する議論,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5718,防衛政策に関する議論の開始
5715,【ひらのさん提案】人権に関する基本方針を追加,app/idobata-policy-app,2025-07-12T07:25:52Z,OPEN,ビジョン,README,人権に関する基本方針,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5715,【ひらのさん提案】人権に関する基本方針を追加
5713,「選択的夫婦別姓」の項目追加と政策方針の具体化,app/idobata-policy-app,2025-07-12T07:17:30Z,OPEN,ビジョン,README,選択的夫婦別姓の政策方針,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5713,「選択的夫婦別姓」の項目追加と政策方針の具体化
5707,賃上げ促進と公正な交渉環境の整備について（門脇さんからのご提案）,app/idobata-policy-app,2025-07-12T07:04:37Z,OPEN,産業政策,README,賃上げ促進と公正な交渉環境整備,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5707,賃上げ促進と公正な交渉環境の整備について（門脇さんからのご提案）
5704,ひらのさんによる改善提案：ジェンダーと多様性の尊重に関する項目の追加,app/idobata-policy-app,2025-07-12T06:55:47Z,OPEN,ビジョン,README,ジェンダーと多様性の尊重,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5704,ひらのさんによる改善提案：ジェンダーと多様性の尊重に関する項目の追加
5700,エネルギー政策に関する議論の方向性を追記,app/idobata-policy-app,2025-07-12T06:47:38Z,OPEN,エネルギー,README,エネルギー政策に関する議論の方向性,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5700,エネルギー政策に関する議論の方向性を追記
5694,Keiさんによる「同性婚の法制化」の提案,app/idobata-policy-app,2025-07-12T06:10:33Z,OPEN,ビジョン,README,同性婚の法制化提案,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5694,Keiさんによる「同性婚の法制化」の提案
5690,就職氷河期世代への新たなセーフティネット構築の提案,app/idobata-policy-app,2025-07-12T05:53:52Z,OPEN,福祉,README,就職氷河期世代へのセーフティネット,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5690,就職氷河期世代への新たなセーフティネット構築の提案
5688,匿名ユーザーからの提案：ライフステージに応じた多様な働き方とキャリア形成支援の追加,app/idobata-policy-app,2025-07-12T05:47:18Z,OPEN,産業政策,README,ライフステージに応じた働き方支援,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5688,匿名ユーザーからの提案：ライフステージに応じた多様な働き方とキャリア形成支援の追加
5687,皇位の安定継承についての提案,app/idobata-policy-app,2025-07-12T05:47:07Z,OPEN,その他政策,README,皇位の安定継承についての提案,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5687,皇位の安定継承についての提案
5686,在外邦人の投票権を保障するため、国政選挙へのオンライン投票導入を提案,app/idobata-policy-app,2025-07-12T05:45:32Z,OPEN,デジタル民主主義,README,在外邦人のオンライン投票導入,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5686,在外邦人の投票権を保障するため、国政選挙へのオンライン投票導入を提案
5685,マニフェスト改善案：マイナンバーカードへの終末医療に関する意思登録の提案,app/idobata-policy-app,2025-07-12T05:42:26Z,OPEN,医療,README,マイナンバーカードへの終末医療意思登録,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5685,マニフェスト改善案：マイナンバーカードへの終末医療に関する意思登録の提案
5676,Leoさんによる「新しい公務員制度」の提案,app/idobata-policy-app,2025-07-12T04:58:57Z,OPEN,行政改革,README,新しい公務員制度の提案,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5676,Leoさんによる「新しい公務員制度」の提案
5672,政治の透明性を高めるため、マニフェ-スト報告義務化の仕組みを提案,app/idobata-policy-app,2025-07-12T04:51:25Z,OPEN,デジタル民主主義,README,マニフェスト報告義務化による透明性向上,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5672,政治の透明性を高めるため、マニフェ-スト報告義務化の仕組みを提案
5659,マニフェストの実行戦略を具体化する提案,app/idobata-policy-app,2025-07-12T04:21:37Z,OPEN,['システム'],README,マニフェストの実行戦略を具体化,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5659,マニフェストの実行戦略を具体化する提案
5649,【政策提案】自動車関連税制の抜本改革と、愛車を長く使うための新制度導入,app/idobata-policy-app,2025-07-12T03:44:39Z,OPEN,経済財政,README,自動車関連税制の抜本改革,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5649,【政策提案】自動車関連税制の抜本改革と、愛車を長く使うための新制度導入
5648,保護者の協力に左右されない、デジタル技術を活用した学習支援の提案,app/idobata-policy-app,2025-07-12T03:38:12Z,OPEN,教育,README,デジタル技術を活用した学習支援,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5648,保護者の協力に左右されない、デジタル技術を活用した学習支援の提案
5647,ジン〆さんによる、政策の具体性と透明性向上に関する改善提案,app/idobata-policy-app,2025-07-12T03:20:28Z,OPEN,ビジョン,README,政策の具体性と透明性向上,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5647,ジン〆さんによる、政策の具体性と透明性向上に関する改善提案
5645,14さんの提案：子どもを性的搾取から守るための包括的対策強化,app/idobata-policy-app,2025-07-12T03:19:22Z,OPEN,子育て,README,子どもを性的搾取から守る包括的対策,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5645,14さんの提案：子どもを性的搾取から守るための包括的対策強化
