PR番号,タイトル,作成者,作成日,ステータス,政策分野（新ラベル）,旧ラベル,分類理由,分析メモ,URL,説明（200文字まで）
5641,財政運営の基本方針案,app/idobata-policy-app,2025-07-12T03:03:55Z,OPEN,その他政策,README,米軍基地問題への対応（外交・安全保障）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5641,財政運営の基本方針案
5638,匿名ユーザー様からの提案に基づく子育て支援政策の追加,app/idobata-policy-app,2025-07-12T02:59:42Z,OPEN,福祉,README,高齢者の居場所づくりと社会参加,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5638,匿名ユーザー様からの提案に基づく子育て支援政策の追加
5636,匿名ユーザーによる提案：AI相談窓口の導入による子どものいじめ早期発見・対応策,app/idobata-policy-app,2025-07-12T02:43:17Z,OPEN,ビジョン,README,マニフェスト序文の修正,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5636,匿名ユーザーによる提案：AI相談窓口の導入による子どものいじめ早期発見・対応策
5633,外国人材の受け入れに関する基本方針の追加,app/idobata-policy-app,2025-07-12T02:38:43Z,OPEN,医療,README,柔道整復師の資格更新制度,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5633,外国人材の受け入れに関する基本方針の追加
5631,奨学金制度改革：返済額の所得控除による負担軽減（ユウさんからの提案）,app/idobata-policy-app,2025-07-12T02:29:50Z,OPEN,産業政策,README,文化芸術支援と経済振興,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5631,奨学金制度改革：返済額の所得控除による負担軽減（ユウさんからの提案）
5630,「チームみらいについて」にLGBTに関する理念と具体的な政策例を追加,app/idobata-policy-app,2025-07-12T02:29:09Z,OPEN,その他政策,README,私刑の禁止と法治主義（司法・人権）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5630,「チームみらいについて」にLGBTに関する理念と具体的な政策例を追加
5629,義務教育における教材費等の公的負担について、市民の声を反映する事例を追記,app/idobata-policy-app,2025-07-12T02:17:27Z,OPEN,デジタル民主主義,README,AIによる偏向報道チェックシステム,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5629,義務教育における教材費等の公的負担について、市民の声を反映する事例を追記
5628,あまのさんからの総合政策提案：少子化対策、現役世代支援、医療制度改革,app/idobata-policy-app,2025-07-12T02:06:06Z,OPEN,ビジョン,README,「いじめも戦争もない社会」の基本方針,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5628,あまのさんからの総合政策提案：少子化対策、現役世代支援、医療制度改革
5622,【馬場さん提案】持続可能な観光立国に向けた「観光目的税」の新設,app/idobata-policy-app,2025-07-12T01:38:27Z,OPEN,子育て,README,学童保育の充実と教員業務負担軽減,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5622,【馬場さん提案】持続可能な観光立国に向けた「観光目的税」の新設
5620,ネット広告のゾーニング導入と法整備に関する提案,app/idobata-policy-app,2025-07-12T01:34:46Z,OPEN,産業政策,README,働き方改革と労働環境改善,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5620,ネット広告のゾーニング導入と法整備に関する提案
5615,AI活用の原則を強化し、その限界と責任を明確化する提案 by ユーザー14,app/idobata-policy-app,2025-07-12T01:19:35Z,OPEN,その他政策,README,憲法改正議論の方向性,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5615,AI活用の原則を強化し、その限界と責任を明確化する提案 by ユーザー14
5614,【匿名ユーザーさん提案】年少扶養控除の復活検討を100日プランに追加,app/idobata-policy-app,2025-07-12T01:17:47Z,OPEN,その他政策,README,皇位継承の安定化,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5614,【匿名ユーザーさん提案】年少扶養控除の復活検討を100日プランに追加
5613,提案：外国人等による投機目的の不動産取得への対策,app/idobata-policy-app,2025-07-12T01:17:17Z,OPEN,エネルギー,README,原子力発電に関する政策方針,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5613,提案：外国人等による投機目的の不動産取得への対策
5612,ステップ１「教育」に包括的性教育と人権教育の推進を追記,app/idobata-policy-app,2025-07-12T01:11:26Z,OPEN,福祉,README,認知症診断後の支援強化,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5612,ステップ１「教育」に包括的性教育と人権教育の推進を追記
5603,【14さん提案】水資源の安全保障に関する政策を追加,app/idobata-policy-app,2025-07-12T00:41:58Z,OPEN,その他政策,README,性犯罪厳罰化と再犯防止（司法・治安）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5603,【14さん提案】水資源の安全保障に関する政策を追加
5601,AI活用における政治家の責任を明確化,app/idobata-policy-app,2025-07-12T00:21:12Z,OPEN,行政改革,README,役所での高圧的な対応改善,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5601,AI活用における政治家の責任を明確化
5596,ぴよぴよさんによる政策改善提案：教育、デジタル民主主義、発言の安全性に関する更新,app/idobata-policy-app,2025-07-12T00:05:50Z,OPEN,その他政策,README,在外投票制度の改善（選挙制度）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5596,ぴよぴよさんによる政策改善提案：教育、デジタル民主主義、発言の安全性に関する更新
5587,【ぺんぺんさんご提案】いつでもどこでも投票！安全・便利なオンライン投票制度の導入,app/idobata-policy-app,2025-07-11T22:48:58Z,OPEN,医療,README,医療における包括同意の見直し,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5587,【ぺんぺんさんご提案】いつでもどこでも投票！安全・便利なオンライン投票制度の導入
5586,不妊治療支援の拡充,app/idobata-policy-app,2025-07-11T22:35:57Z,OPEN,産業政策,README,ライドシェア導入と規制改革,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5586,不妊治療支援の拡充
5585,行政手続きの抜本的改革に関する具体例の追記,app/idobata-policy-app,2025-07-11T22:27:54Z,OPEN,子育て,README,第二子以降の大学進学支援,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5585,行政手続きの抜本的改革に関する具体例の追記
5583,「結婚の平等の実現に向けた法整備の推進」をマニフェストに明記,app/idobata-policy-app,2025-07-11T22:16:27Z,OPEN,その他政策,README,外国人参政権に関する議論,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5583,「結婚の平等の実現に向けた法整備の推進」をマニフェストに明記
5581,新たな政策課題（宗教法人課税、国会オープン化、議員活動の可視化）の追加,app/idobata-policy-app,2025-07-11T22:09:32Z,OPEN,その他政策,README,米軍駐留経費削減（外交・防衛）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5581,新たな政策課題（宗教法人課税、国会オープン化、議員活動の可視化）の追加
5575,【のりさんからの提案】産後の保育園利用に関する改善提案,app/idobata-policy-app,2025-07-11T20:48:57Z,OPEN,福祉,README,就職氷河期世代への支援策,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5575,【のりさんからの提案】産後の保育園利用に関する改善提案
5570,14様からのご提案：暮らしと安全、文化を未来へつなぐ政策アイデア,app/idobata-policy-app,2025-07-11T18:54:55Z,OPEN,福祉,README,障害者雇用の促進,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5570,14様からのご提案：暮らしと安全、文化を未来へつなぐ政策アイデア
5566,大規模災害対策の強化に関する包括的提案,app/idobata-policy-app,2025-07-11T18:06:45Z,OPEN,経済財政,README,インボイス制度廃止と複数税率見直し,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5566,大規模災害対策の強化に関する包括的提案
5561,国公立大学における学生寮のセーフティネット機能の拡充,app/idobata-policy-app,2025-07-11T17:13:56Z,OPEN,その他政策,README,政治家の任期制限（政治改革）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5561,国公立大学における学生寮のセーフティネット機能の拡充
5560,らいむさんより：健康保険制度の一元化と高額療養費制度に関する改善提案,app/idobata-policy-app,2025-07-11T17:11:17Z,OPEN,その他政策,README,性暴力の撲滅対策（司法・治安）,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5560,らいむさんより：健康保険制度の一元化と高額療養費制度に関する改善提案
5553,政策提案：自然環境と生物多様性の保全に関する新規マニフェストの追加,app/idobata-policy-app,2025-07-11T16:32:23Z,OPEN,['システム'],README,「成長のための100日プラン」改名提案,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5553,政策提案：自然環境と生物多様性の保全に関する新規マニフェストの追加
5549,「表現の自由に対する考え方」の項目を追加,app/idobata-policy-app,2025-07-11T16:04:06Z,OPEN,その他政策,README,公共放送（NHK）改革,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5549,「表現の自由に対する考え方」の項目を追加
5545,マニフェストの副題を、より温かく分かりやすいものに変更,app/idobata-policy-app,2025-07-11T15:33:04Z,OPEN,医療,README,医療費削減と国民負担軽減,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5545,マニフェストの副題を、より温かく分かりやすいものに変更
5544,宗教との関わりに悩む子どもを守り、権利を保障するための具体的な政策の提案,app/idobata-policy-app,2025-07-11T15:29:21Z,OPEN,経済財政,README,消費税廃止と財政の見直し,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5544,宗教との関わりに悩む子どもを守り、権利を保障するための具体的な政策の提案
5541,けんさんの提案：社会保障の理念を明確化し、未来のための重要課題（年金・外国人政策・消費税）の議論を開始する提案,app/idobata-policy-app,2025-07-11T15:26:03Z,OPEN,['システム'],README,マニフェストの誤字脱字修正,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5541,けんさんの提案：社会保障の理念を明確化し、未来のための重要課題（年金・外国人政策・消費税）の議論を開始する提案
5540,提案：選択的夫婦別姓と同性婚の法制化推進を明記,app/idobata-policy-app,2025-07-11T15:22:00Z,OPEN,その他政策,README,公益通報者保護の強化,自動分類: 2025-07-14,https://github.com/team-mirai/policy/pull/5540,提案：選択的夫婦別姓と同性婚の法制化推進を明記
