PR番号,タイトル,作成者,作成日,ステータス,政策分野（新ラベル）,旧ラベル,分類理由,分析メモ,URL,説明（200文字まで）
1740,README.mdの改善提案：オンラインクラス導入のアイデアを追加 by ここは十勝,app/idobata-policy-app,2025年05月27日,OPEN,教育,README,PR内容を詳細分析した結果、教育分野の政策提案と判定,義務教育におけるオンラインクラス導入、子どもたちの学習環境改善に関する教育制度・学習支援の提案,https://github.com/team-mirai/policy/pull/1740,
1736,README.mdのデジタル民主主義の項目に、データオープン化と黒塗り文書削減の提案を追記,app/idobata-policy-app,2025年05月27日,OPEN,デジタル民主主義,README,PR内容を詳細分析した結果、デジタル民主主義分野の政策提案と判定,政府保有データの完全オープン化、黒塗り文書削減など、デジタル技術を活用した民主主義・透明性向上に関する提案,https://github.com/team-mirai/policy/pull/1736,
1733,マニフェスト改善提案：社会保障制度の項目追加（川村 正春）,app/idobata-policy-app,2025年05月27日,OPEN,福祉,README,PR内容を詳細分析した結果、福祉分野の政策提案と判定,社会保障制度の目次構造改善、年金・健康保険の項目追加など、社会保障・高齢者支援分野の政策提案,https://github.com/team-mirai/policy/pull/1733,
1725,DXによる不法収益・脱税対策の強化と、それによる国の歳入増、並びに社会秩序維持への貢献,app/idobata-policy-app,2025年05月27日,OPEN,行政改革,README,PR内容を詳細分析した結果、行政改革分野の政策提案と判定,デジタル技術とAIを活用した税務調査・徴収の効率化、警察と税務当局の連携強化など、行政効率化・政府DXに関する提案,https://github.com/team-mirai/policy/pull/1725,
1723,皇位継承に関する記述の追加（ごうだたけしさん提案）,app/idobata-policy-app,2025年05月27日,OPEN,その他政策,README,PR内容を詳細分析した結果、その他政策分野の政策提案と判定,皇位継承、旧宮家の皇籍復帰など、他の政策カテゴリに該当しない重要な国家制度に関する提案,https://github.com/team-mirai/policy/pull/1723,
1716,国土の環境衛生と安全な生活環境維持のための土葬に関する新たな方針提案,app/idobata-policy-app,2025年05月27日,OPEN,その他政策,README,PR内容を詳細分析した結果、その他政策分野の政策提案と判定,土葬に関する方針、環境衛生など、他の政策カテゴリに該当しない特殊な政策提案,https://github.com/team-mirai/policy/pull/1716,
1715,FLOWさん提案：マニフェストの思想的背景と多様性の重視を反映,app/idobata-policy-app,2025年05月27日,OPEN,ビジョン,README,PR内容を詳細分析した結果、ビジョン分野の政策提案と判定,マニフェストの思想的背景、多様な価値観の尊重、社会の基本理念に関する内容,https://github.com/team-mirai/policy/pull/1715,
1710,README.mdの教育項目を「危機管理・セーフティネット」として更新（かあさん提案）,app/idobata-policy-app,2025年05月27日,OPEN,教育,README,PR内容を詳細分析した結果、教育分野の政策提案と判定,危機管理教育、セーフティネット教育、予期せぬ妊娠対応など、教育制度・学習支援に関する提案,https://github.com/team-mirai/policy/pull/1710,
1707,生活保護制度改革に関する総合的な提案（かいごテクさん提案）,app/idobata-policy-app,2025年05月26日,OPEN,福祉,README,PR内容を詳細分析した結果、福祉分野の政策提案と判定,生活保護制度改革、プッシュ型支援、社会保障・高齢者支援分野の政策提案,https://github.com/team-mirai/policy/pull/1707,
1705,【生活保護制度改革】目次に項目追加 by かいごテク,app/idobata-policy-app,2025年05月26日,OPEN,福祉,README,PR内容を詳細分析した結果、福祉分野の政策提案と判定,生活保護制度改革の目次項目追加、社会保障制度の構造改善に関する提案,https://github.com/team-mirai/policy/pull/1705,
1701,のりぃさんの提案に基づき、マニフェストに今後の検討課題（行政システムの知財戦略等）を追記,app/idobata-policy-app,2025年05月26日,OPEN,行政改革,README,PR内容を詳細分析した結果、行政改革分野の政策提案と判定,行政システムの知財戦略、政府DX、行政効率化に関する検討課題の追加,https://github.com/team-mirai/policy/pull/1701,
